56680481,58283665
72376827,58283665
73372139,58283665
1877,47697490
20110,47697490
21292,47697490
69445,47697490
69767,47697490
70011,47697490
75127,47697490
81361,47697490
102306,47697490
122956,47697490
139997,47697490
160078,47697490
164193,47697490
193318,47697490
194400,47697490
197676,47697490
249042,47697490
250445,47697490
263911,47697490
282464,47697490
283553,47697490
327887,47697490
331174,47697490
375116,47697490
385682,47697490
400442,47697490
458558,47697490
482530,47697490
483547,47697490
653500,47697490
17814802,12548998
18647044,12548998
20760114,12548998
27952340,12548998
28526716,12548998
110165,3811601
648682,3811601
1147825,3811601
1421056,3811601
3076393,3811601
4786022,3811601
6508763,3811601
7898820,3811601
10549800,3811601
14355994,3811601
15626022,3811601
16980004,3811601
17817006,3811601
19752466,3811601
20656646,3811601
21970096,3811601
24855110,3811601
29657053,3811601
39612290,3811601
81008680,3811601
85817957,3811601
