4b94140,[],.gitignore,gitignore,0,73,73,0,.gitignore
4b94140,[],capture.pro,pro,0,34,34,0,capture.pro
4b94140,[],capture_zh_CN.ts,ts,0,3,3,0,capture_zh_CN.ts
4b94140,[],main.cpp,cpp,0,11,11,0,main.cpp
4b94140,[],mainwindow.cpp,cpp,0,15,15,0,mainwindow.cpp
4b94140,[],mainwindow.h,h,0,21,21,0,mainwindow.h
4b94140,[],mainwindow.ui,ui,0,22,22,0,mainwindow.ui
789252e,[],base_button.h,h,0,0,19,0,button_action/headers/base_button.h
789252e,[],test_button.cpp,cpp,0,0,18,0,button_action/src/test_button.cpp
789252e,[],capture.pro,pro,1,27,2,0,capture.pro
789252e,[],main.cpp,cpp,1,7,1,0,main.cpp
789252e,[],mainwindow.cpp,cpp,1,24,9,0,mainwindow.cpp
789252e,[],mainwindow.h,h,1,25,4,0,mainwindow.h
789252e,[],mainwindow.ui,ui,1,43,27,4,mainwindow.ui
d0ced63,[],capture_area.cpp,cpp,0,0,78,0,Widgets/capture_area.cpp
d0ced63,[],capture_area.h,h,0,0,28,0,Widgets/capture_area.h
d0ced63,[],Window_manager.cpp,cpp,0,59,59,0,Window_manager.cpp
d0ced63,[],base_button.h,h,2,0,0,19,button_action/headers/base_button.h
d0ced63,[],test_button.cpp,cpp,2,0,0,18,button_action/src/test_button.cpp
d0ced63,[],capture.pro,pro,1,38,12,5,capture.pro
d0ced63,[],mainwindow.cpp,cpp,1,19,6,2,mainwindow.cpp
d0ced63,[],mainwindow.ui,ui,1,43,2,3,mainwindow.ui
d0ced63,[],capture_button_action.cpp,cpp,0,0,28,0,new_capture/capture_button_action.cpp
d0ced63,[],capture_button_action.h,h,0,0,22,0,new_capture/capture_button_action.h
d0ced63,[],capture_window.cpp,cpp,0,0,64,0,new_capture/capture_window.cpp
d0ced63,[],capture_window.h,h,0,0,34,0,new_capture/capture_window.h
d0ced63,[],capture_window.ui,ui,0,0,52,0,new_capture/capture_window.ui
d0ced63,[],window_manager.h,h,0,0,24,0,window_manager.h
6bd8fa0,[],Window_base.h,h,0,0,28,0,Base/Window_base.h
6bd8fa0,[],my_math.cpp,cpp,0,0,13,0,Helper/my_math.cpp
6bd8fa0,[],my_math.h,h,0,0,15,0,Helper/my_math.h
6bd8fa0,[],capture_area.cpp,cpp,1,0,136,22,Widgets/capture_area.cpp
6bd8fa0,[],capture_area.h,h,1,0,14,0,Widgets/capture_area.h
6bd8fa0,[],Window_manager.cpp,cpp,1,67,10,2,Window_manager.cpp
6bd8fa0,[],capture.pro,pro,1,35,5,0,capture.pro
6bd8fa0,[],config.cpp,cpp,0,0,120,0,config.cpp
6bd8fa0,[],config.h,h,0,0,27,0,config.h
6bd8fa0,[],main.cpp,cpp,1,0,2,0,main.cpp
6bd8fa0,[],mainwindow.cpp,cpp,1,0,7,1,mainwindow.cpp
6bd8fa0,[],mainwindow.h,h,1,0,3,1,mainwindow.h
6bd8fa0,[],mainwindow.ui,ui,1,0,4,1,mainwindow.ui
6bd8fa0,[],capture_button_action.cpp,cpp,1,0,1,1,new_capture/capture_button_action.cpp
6bd8fa0,[],capture_window.cpp,cpp,1,0,61,8,new_capture/capture_window.cpp
6bd8fa0,[],capture_window.h,h,1,0,12,7,new_capture/capture_window.h
6bd8fa0,[],capture_window.ui,ui,1,0,6,20,new_capture/capture_window.ui
6bd8fa0,[],window_manager.h,h,1,0,4,2,window_manager.h
4ffbe43,[],Tab_base.h,h,0,0,12,0,Base/Tab_base.h
4ffbe43,[],Window_base.h,h,1,0,3,0,Base/Window_base.h
4ffbe43,[],Reflect.h,h,0,0,43,0,Helper/Reflect.h
