463ae52,{'file_name': '463ae52'},cpp,0,1,1
e77528f,{'file_name': 'e77528f'},xml,6,0,6
516272b,{'file_name': '516272b'},qrc,3,0,3
2d0a2c1,{'file_name': '2d0a2c1'},png,0,0,0
c738d2a,{'file_name': 'c738d2a'},qss,8,10,18
ad329bb,{'file_name': 'ad329bb'},svg,2,0,2
67d6bbf,{'file_name': '67d6bbf'},png,0,0,0
a9d8f8e,{'file_name': 'a9d8f8e'},cpp,33,0,33
65e21b5,{'file_name': '65e21b5'},h,12,0,12
64dab33,{'file_name': '64dab33'},pro,11,2,13
4ea3655,{'file_name': '4ea3655'},cpp,163,0,163
92d2561,{'file_name': '92d2561'},h,53,0,53
d973c5d,{'file_name': 'd973c5d'},cpp,1,1,2
ab5cc46,{'file_name': 'ab5cc46'},cpp,33,1,34
1971d0a,{'file_name': '1971d0a'},cpp,0,1,1
f8d6951,{'file_name': 'f8d6951'},h,0,1,1
681cd85,{'file_name': '681cd85'},cpp,1,2,3
640a918,{'file_name': '640a918'},h,1,1,2
ee466f7,{'file_name': 'ee466f7'},cpp,22,1,23
a038598,{'file_name': 'a038598'},h,4,0,4
3aa829d,{'file_name': '3aa829d'},cpp,82,4,86
73eadb0,{'file_name': '73eadb0'},h,2,1,3
4ea3655,{'file_name': '4ea3655'},cpp,8,18,26
92d2561,{'file_name': '92d2561'},h,1,1,2
8f6ed6a,{'file_name': '8f6ed6a'},cpp,4,0,4
3b33da5,{'file_name': '3b33da5'},h,1,1,2
fab7372,{'file_name': 'fab7372'},gitignore,73,0,73
3ab6bb4,{'file_name': '3ab6bb4'},pro,30,0,30
ec7a50f,{'file_name': 'ec7a50f'},h,12,0,12
79299d5,{'file_name': '79299d5'},cpp,169,0,169
21cd320,{'file_name': '21cd320'},h,53,0,53
680a6f8,{'file_name': '680a6f8'},h,3,2,5
27620a3,{'file_name': '27620a3'},h,12,0,12
1b0f290,{'file_name': '1b0f290'},cpp,3,1,4
da62fea,{'file_name': 'da62fea'},h,3,1,4
3d58480,{'file_name': '3d58480'},cpp,65,24,89
31de85e,{'file_name': '31de85e'},h,13,1,14
b7d1ef3,{'file_name': 'b7d1ef3'},h,15,0,15
191cd83,{'file_name': '191cd83'},h,19,0,19
cbf76d0,{'file_name': 'cbf76d0'},h,11,1,12
1874664,{'file_name': '1874664'},h,14,0,14
efb898a,{'file_name': 'efb898a'},cpp,62,0,62
c9f6bda,{'file_name': 'c9f6bda'},h,23,0,23
3523d12,{'file_name': '3523d12'},cpp,113,0,113
bb29ca0,{'file_name': 'bb29ca0'},h,22,0,22
d632007,{'file_name': 'd632007'},cpp,228,0,228
aeef848,{'file_name': 'aeef848'},h,25,0,25
6dc6f98,{'file_name': '6dc6f98'},cpp,121,36,157
0b2a093,{'file_name': '0b2a093'},h,15,4,19
8f8e0b2,{'file_name': '8f8e0b2'},cpp,71,15,86
cdfb03c,{'file_name': 'cdfb03c'},h,10,7,17
cbd8938,{'file_name': 'cbd8938'},cpp,115,22,137
909b274,{'file_name': '909b274'},h,12,1,13
1151a27,{'file_name': '1151a27'},cpp,92,15,107
ae0df28,{'file_name': 'ae0df28'},h,26,3,29
6769a95,{'file_name': '6769a95'},cpp,0,55,55
e76ced5,{'file_name': 'e76ced5'},cpp,66,0,66
765210f,{'file_name': '765210f'},h,26,9,35
935ec44,{'file_name': '935ec44'},cpp,42,3,45
0a19953,{'file_name': '0a19953'},h,6,0,6
bbebf5e,{'file_name': 'bbebf5e'},cpp,218,10,228
572dca5,{'file_name': '572dca5'},h,15,1,16
fea6a5e,{'file_name': 'fea6a5e'},cpp,2,1,3
242722c,{'file_name': '242722c'},h,1,1,2
7aa5422,{'file_name': '7aa5422'},svg,0,1,1
d1c20ac,{'file_name': 'd1c20ac'},svg,0,1,1
b25193a,{'file_name': 'b25193a'},qrc,12,0,12
2edd26d,{'file_name': '2edd26d'},svg,2,0,2
