58283665,xinhecuican,,,,,,,https://avatars.githubusercontent.com/u/58283665?v=4
34215562,MaxRocamora,Maximilliano Rocamora,,Gizmo,"Buenos Aires, Argentina","Head of CG / Pipeline @ Gizmo
Python/PyQt/PySide
Maya/Nuke/Houdini
PyMongo/Flask",,https://avatars.githubusercontent.com/u/34215562?v=4
