master,372515533,2ff2ae8,38
add-license-1,372515533,89e830d,21
main,372515533,50beb12,1
master,386151120,a74b107,4
master,280409196,8053953,3
main,375749897,2387fd5,45
master,188508970,4e27be0,89
dependabot/pip/jinja2-2.11.3,188508970,50a535d,86
dependabot/pip/urllib3-1.26.5,188508970,df5059e,87
master,289805172,1d212d0,63
main,240936761,70a5804,146
master,404130224,c2e2d12,138
