93328587,Ask me anything! Yay!,,,['ama'],{},['sydneyhen'],0
106886919, [Show :heart: love by 🌟] Your personal library of every algorithm and data structure code that you will ever encounter,,,[],"{'Java': '20.1', 'C': '12.9', 'Python': '12.1', 'Go': '4.3', 'Other': '15.4'}","['AdiChat', 'arnavb', 'daipeihust', 'Jay9596', 'Vitorvgc', 'FrankKair', 'AkshGautam', 'sirjan13', 'Guilhermeslucas', 'neckbosov', 'bamsarts', 'mabelsfatalfable', 'syedmohdf', 'the-ethan-hunt', 'mlcurry', 'prashant0598', 'vstrimaitis', 'anshul98ks123', 'yatharthshahjpr', 'ZoroarkDarkrai', 'charul97', 'sb1997', 'vinayb21', 'livace', 'SaiSakethAluru', 'abbh07', 'aakash-garg', 'Abishek10', 'Arunraj97', 'AK-007']",0
93371178,At the end of the day it's the fans who make you who you are. Find out where the lovers of your work reside on Earth. :star2:,,,[],"{'JavaScript': '81.0', 'Python': '15.6', 'HTML': '3.0', 'CSS': '0.4'}",['AdiChat'],0
93329327,NASA STEM Fellow 2017,,,[],{},['sydneyhen'],0
89072323,star to see some of my great pictures,,,[],{},['sydneyhen'],0
93371089,Love this work specially the GitHub profile comparisions :heart:,,,[],"{'Ruby': '58.8', 'JavaScript': '33.4', 'CSS': '7.6', 'CoffeeScript': '0.2'}","['AdiChat', 'mitogh', 'gitter-badger']",0
93329527,"The UFO visualizes the actual continuous delivery pipeline, from developers commit to the build system, all the way to deployments into staging systems.",,,[],"{'JavaScript': '60.0', 'HTML': '18.1', 'CSS': '11.1', 'C': '7.2', 'Other': '0.1'}","['flyinggorilla', 'berndgreifeneder', 'grabnerandi', 'telltale00', 'MartinGoodwell', 'sydneyhen']",0
93329388,,,,[],"{'C': '86.8', 'Python': '5.9', 'CMake': '3.0', 'Makefile': '1.7', 'M4': '0.6', 'Other': '0.8'}","['matze', 'Dynalon', 'TimoDritschler', 'tfarago', 'PenceS04', 'chuan137', 'picca', 'MariaMatveeva', 'rshkarin', 'sydneyhen', 'buldo']",0
305992882,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",,,[],"{'Python': '65.4', 'Cuda': '3.4', 'CMake': '0.7', 'Shell': '0.5', 'C': '0.5'}","['BarclayII', 'jermainewang', 'zheng-da', 'VoVAllen', 'mufeili', 'classicsong', 'aksnzhy', 'yzh119', 'lingfanyu', 'zzhang-cn', 'HuXiangkun', 'GaiYu0', 'john-andrilla', 'hetong007', 'ShawXh', 'sneakerkg', 'eric-haibin-lin', 'sufeidechabei', 'HQ01', 'espylapiza', 'zhjwy9343', 'ZiyueHuang', 'adamjstewart', 'astonzhang', 'JakeStevens', 'MilkshakeForReal', 'mszarma', 'aymenwah', 'soodoshll', 'giuseppefutia']",0
223615726,"Codes for Linear Programs, Max Flow Min Cut and Min Cost Flow Problems etc.",,,"['python', 'linear-programming', 'discrete-mathematics', 'edmonds-karp-algorithm', 'minimum-cost-flow', 'maxflow-mincut']",{'Python': '100.0'},['ExpectozJJ'],0
291687597,Applications of Forman Ricci Curvature for Biomolecular Data Analysis,,,[],{'Python': '100.0'},['ExpectozJJ'],0
261809651,Forman Ricci Curvature for Simplicial Complex.,,,"['networkx', 'differential-geometry', 'simplicial-complex', 'ricci-curvature', 'graph-network', 'forman']",{'Python': '0.2'},"['ExpectozJJ', 'synapticarbors']",6
307899096,A conda-smithy repository for generalisedformanricci.,,,[],{},['ExpectozJJ'],0
280701195,Extract specific frames from a video and merge frames as a GIF. E.g. Extracting you from a convocation video and creating a GIF.,,,[],{'Python': '100.0'},['ExpectozJJ'],0
261810946,A NetworkX addon to compute the graph Ricci curvature  and Ricci flow.,,,[],"{'Python': '97.8', 'Shell': '2.2'}","['saibalmars', 'calincru']",0
147807233,Tensorflow exercises for NN & Deep Learning,,,"['data-science', 'deep-learning', 'neural-networks', 'tutorial-exercises']",{'Python': '100.0'},['ExpectozJJ'],0
291686781,Applications of Ollivier Ricci Curvature in Biomolecular Data Analysis ,,,[],{'Python': '100.0'},['ExpectozJJ'],0
147806934,Particle Swarm Optimization (Yarpiz),,,"['optimization', 'data-modeling', 'pso', 'pso-algorithm']",{'MATLAB': '100.0'},['ExpectozJJ'],0
147806902,Particle Swarm Optimization Algorithm for Advanced Data Modelling,,,"['optimization', 'ordinary-differential-equations', 'lotka-volterra', 'pso-algorithm']",{'MATLAB': '100.0'},['ExpectozJJ'],0
147799867,French Board Game in MATLAB,,,"['matlab', 'pentago']",{'MATLAB': '100.0'},['ExpectozJJ'],0
274201980,Hexagonal Tile Differences that are Primes,,,[],{'Python': '100.0'},['ExpectozJJ'],0
277241795,Largest Prime Problem ,,,[],{'Python': '100.0'},['ExpectozJJ'],0
307585249,:pencil: A program that adds LaTeX math to README.md files (Offline - in repo image hosting) :pencil2: ,,,[],"{'Python': '91.4', 'Makefile': '4.3', 'Dockerfile': '2.3', 'TeX': '1.2', 'Shell': '0.8'}",['MalteGruber'],0
156190963,Simple RShiny App Sample,,,['rshiny'],"{'HTML': '99.9', 'Other': '0.1'}",['ExpectozJJ'],0
291499699,A simple webscraping code to perform auto clicking procedures.,,,[],{'Python': '100.0'},['ExpectozJJ'],0
223617911,Codes and Solutions of Some Problems from Project Euler,,,"['python', 'mathematics', 'combinatorics', 'number-theory', 'project-euler-solutions']",{'Python': '100.0'},['ExpectozJJ'],0
147801915,Simple file encryption code via Speck Cipher with different cipher modes,,,"['cryptography', 'speck', 'encryption-tool', 'lightweight-block-cipher']",{},['ExpectozJJ'],0
374526802,,,,[],{'Python': '100.0'},['ExpectozJJ'],0
307607666,A place to submit conda recipes before they become fully fledged conda-forge feedstocks,,,[],"{'Python': '85.0', 'Shell': '15.0'}","['ocefpaf', 'scopatz', 'jakirkham', 'chrisburr', 'isuruf', 'bgruening', 'cbrueffer', 'jan-janssen', 'synapticarbors', 'pmlandwehr', 'sodre', 'mariusvniekerk', 'marcelotrevisani', 'hmaarrfk', 'beckermr', 'sannykr', 'rluria14', 'xhochy', 'CJ-Wright', 'looooo', 'dpryan79', 'oblute', 'dbast', 'pelson', 'djsutherland', 'jochym', 'MathiasHaudgaard', 'duncanmmacleod', 'mwcraig', 'CurtLH']",0
147804138,Usage of smartphone before sleep data on university students ,,,"['r', 'survey-data', 'anova']",{'R': '100.0'},['ExpectozJJ'],0
378052607,,,,[],"{'MATLAB': '83.1', 'Python': '16.9'}",['ExpectozJJ'],0
147806066,Undergraduate Research Project ,,,"['cryptography', 'aes-128', 'timing-attacks', 'bernstein']",{'C': '95.4'},['ExpectozJJ'],0
