5509,27891411
6039,27891411
15484,27891411
16199,27891411
26535,27891411
27011,27891411
49754,27891411
81048,27891411
110165,27891411
120860,27891411
169515,27891411
208860,27891411
209396,27891411
213289,27891411
225268,27891411
250445,27891411
278153,27891411
351049,27891411
352745,27891411
366330,27891411
385283,27891411
396663,27891411
400442,27891411
411852,27891411
452092,27891411
520010,27891411
527058,27891411
539506,27891411
547547,27891411
558752,27891411
32619478,32187437
32675226,32187437
43135281,32187437
72012382,32187437
