bd61544,,178,0,10
171aa5e,,3,2,1
c120c37,,121,26,14
a4920b0,,145,1,10
83d7bb5,,255,40,18
bbe5c0b,,2434,0,177
4987614,,2,0,1
61726d8,,1,0,1
d740b45,,32,0,1
faac313,,5,0,1
05f747b,,1344,0,4
b6371ee,,11728,0,18
e0d9553,,22439,201,26
2d5537c,,1,0,1
bdc92dd,,330,1,4
63c7e35,,2,2,1
c064726,,108,0,3
0dec2cf,,1656,0,24
99d10a9,,23,0,2
18b9eb4,,191,1,3
20e9445,,677,2,8
7736822,,3,3,2
f818d38,,23,0,2
7bebf61,,570,1,5
eed5b60,,2,2,1
656b55e,,23,0,3
342673a,,42,2,4
69b5049,,470,0,8
b999297,,167,1,3
fb66c7a,,204,0,4
6a14658,,292,0,2
80b7524,,11,7,15
e249b15,,40,0,1
947c26b,,2,1,1
aa7d783,,180,2,5
e46aca0,,16,1,1
90f60e5,,68,7,4
d58c4cc,,637,0,14
f3be8cf,,2,2,1
81b1704,,141,8,6
ea202e1,,1,1,1
a0928c4,,7721,2,10
2a203b7,,204,1,4
e36bfa6,,458,0,6
2dcbe7e,,356,0,7
1b51aa3,,28,1,1
d1df229,,27,0,3
3212502,,183,1,12
dddb76b,,151,1,2
02c0925,,388,15,7
520f7c4,,8930,4,45
c4b72b3,,164,2,2
7c50814,,388,2,8
58bb1d4,,49,0,4
6f0f31c,,279,1,7
5077505,,301,3,10
7fcbb9f,,302,6,8
6e3e6e7,,122,4,4
cb1246f,,113,4,5
fb431ff,,264,12,8
4dfe424,,121,1,9
019f3b1,,300,6,9
2db268c,,4219,1,18
87a4897,,29,4,5
304a768,,208,5,9
40dd2ae,,4,1,1
3ea5353,,64,1,5
bfc29eb,,51,1,8
026a670,,64,1,5
8721c25,,80,11,4
660713d,,6,13,1
98cc7bb,,6,6,1
74a4888,,1,6,1
54f5987,,0,0,1
8c69d77,,2,2,1
1aa942e,,30,0,1
2496f91,,180,32,13
9a50c07,,80,1,8
a2db327,,6,1,16
c868d2c,,5,4,1
b4d9495,,7,0,1
12d1bca,,140,7,10
6c9a8eb,,2,0,1
7c64dc4,,1,42,1
ae8ac94,,0,4,1
795871c,,0,0,16
60107d9,,125,0,3
4473615,,125,1,2
682c0da,,122,1,2
442e901,,155,2,2
dbbf809,,7,0,1
18a31cd,,77,0,1
bc70906,,1,1,1
af6343b,,238,1,3
d21c759,,140,1,2
91bf4f3,,3,3,1
c287558,,38,0,1
0e4d287,,141,2,2
cf7f184,,141,0,2
20ed208,,98,0,2
106fc6d,,73,1,2
910edb2,,77,0,2
c75a1e2,,55,1,2
75625b9,,73,0,2
281bdc6,,156,1,2
528258f,,1,1,1
4de6bbe,,91,1,2
dd7bb1a,,165,2,2
b8bd44c,,54,1,2
ed91c21,,3,1,1
d5dfad3,,95,1,2
0b1f8fb,,43,34,5
9a51ac1,,272,0,2
fced6f6,,131,1,2
25462d4,,162,1,2
490cc8a,,81,1,2
01e9bfd,,107,1,2
7ee5757,,113,1,2
b7971f5,,74,0,2
c9a0954,,139,1,2
a56ccf6,,80,1,2
660f70d,,111,2,2
930a430,,78,1,2
6d16f20,,56,1,2
24c819a,,85,2,3
d02f4e9,,200,1,3
3ba53f7,,1,1,1
65ac362,,36,1,2
07b09c2,,44,1,3
c065a48,,99,1,2
b0c20b1,,13,1,1
0925dbb,,1,1,1
abc302f,,92,0,2
9658f97,,94,4,3
12de6d5,,163,1,2
3378f6a,,85,1,3
6704b4b,,55,0,1
00c2f5d,,56,1,2
4f73ea9,,95,0,2
f4d0189,,78,1,2
e661684,,18,1,1
2f74146,,127,0,1
5a81b41,,125,1,2
e997208,,65,4,3
ac19e4a,,100,1,3
4ac493c,,73,0,2
5052270,,22,0,2
3cf440e,,1191,2,14
