16127381,1182395
51766272,1182395
6508763,1182395
29655587,1182395
75291883,1182395
10111,1182395
7037133,1182395
14808551,1182395
1222872,1182395
11992909,1182395
10085632,1182395
5877145,1182395
14251570,1182395
15976103,1182395
15523495,1182395
19566598,1182395
6627334,1182395
7756581,1182395
6992519,1182395
18647044,1182395
69767,1182395
10505121,1182395
47088091,1182395
1041857,1182395
47277030,1182395
5726143,1182395
3604053,1182395
6366900,1182395
24196806,1182395
3390598,1182395
6086988,1182395
1001714,1182395
10634210,1182395
22403357,1182395
10245736,1182395
4214616,1182395
7304741,1182395
64992449,1182395
16359509,1182395
46879876,1182395
74522790,1182395
4069972,1182395
844215,1182395
23460812,1182395
55869293,16127381
70409420,16127381
48798703,16127381
51766272,16127381
22231476,16127381
13644285,16127381
71647983,16127381
15913938,16127381
25712145,16127381
67289560,16127381
63394982,16127381
52915822,16127381
31706007,16127381
82609039,16127381
82866731,16127381
4786022,16127381
32120033,16127381
76920935,16127381
30214981,16127381
71130690,16127381
47587012,16127381
80980718,16127381
57157430,16127381
74311184,16127381
42611,16127381
18647044,16127381
47208185,16127381
25760339,16127381
8891360,16127381
65822490,16127381
76534024,16127381
38563697,16127381
76894619,16127381
20625088,16127381
80167324,16127381
74349478,16127381
8770772,16127381
62859615,16127381
6679870,16127381
81812629,16127381
36819538,16127381
87399900,16127381
72486462,16127381
82409010,16127381
85062554,16127381
194448,16127381
67077544,16127381
27781302,16127381
45185159,16127381
74769168,16127381
33425893,51766272
46030850,51766272
62268769,51766272
19506782,51766272
67471665,51766272
69723444,51766272
70530152,51766272
52915822,51766272
53589814,51766272
70109700,51766272
47176535,51766272
10546404,51766272
40014668,51766272
16928309,51766272
76920935,51766272
1524134,51766272
57181681,51766272
25849775,51766272
85909352,51766272
30214981,51766272
33405053,51766272
78677605,51766272
80980718,51766272
79835740,51766272
5652782,51766272
25842655,51766272
13717208,51766272
33017024,51766272
68967545,51766272
50132805,51766272
67153059,51766272
39304785,51766272
76894619,51766272
61281700,51766272
80167324,51766272
87635026,51766272
288069,51766272
72724141,51766272
66456221,51766272
52477784,51766272
61030658,51766272
73586672,51766272
56896401,51766272
21150635,51766272
84667552,51766272
58631670,51766272
74522790,51766272
66998836,51766272
72352483,51766272
86041163,51766272
47294326,6508763
12962536,6508763
46030850,6508763
19601873,6508763
418747,6508763
67289560,6508763
12573352,6508763
76532631,6508763
89349062,6508763
13242799,6508763
12112177,6508763
848817,6508763
89281591,6508763
86186882,6508763
22475134,6508763
13018202,6508763
16379277,6508763
11301077,6508763
60944239,6508763
29102608,6508763
80980718,6508763
83693024,6508763
40203497,6508763
8980824,6508763
12456315,6508763
25842655,6508763
2361484,6508763
4116150,6508763
26402246,6508763
42041,6508763
4864269,6508763
50132805,6508763
76894619,6508763
58578838,6508763
87635026,6508763
3418256,6508763
126368,6508763
19422090,6508763
48178465,6508763
88619103,6508763
86204468,6508763
8327103,6508763
85204848,6508763
9037079,6508763
604678,6508763
20208270,6508763
68668912,6508763
33776809,6508763
3693273,6508763
88040955,6508763
74311184,75291883
77386476,75291883
76655673,75291883
79907476,75291883
73735476,75291883
72565896,75291883
80167324,75291883
6303577,75291883
80392665,75291883
74522790,75291883
60955355,75291883
72415636,75291883
24640850,75291883
85636145,75291883
57144941,10111
34133497,10111
29819289,10111
4376572,10111
3946563,10111
24381727,10111
61030227,10111
23487649,10111
10803535,10111
30164752,10111
50797868,10111
34624972,10111
8162609,10111
6118188,10111
30403357,10111
4693125,10111
20330995,10111
17800197,10111
42672996,10111
71714656,10111
23146911,10111
1315097,10111
9431724,10111
14269948,10111
80747153,10111
22728641,10111
13239914,10111
4010968,10111
20042193,10111
12522179,10111
6142903,10111
1702329,10111
33592375,10111
23425622,10111
24986718,10111
14833956,10111
57028284,10111
20410967,10111
49618191,10111
9531900,10111
74640611,10111
7768,10111
30292185,10111
110873,10111
5100555,10111
3046977,10111
10907648,10111
59276555,10111
31809855,10111
10246722,10111
6325565,7037133
8880923,7037133
9343128,7037133
7857203,7037133
7006400,7037133
12740444,7037133
7499938,7037133
81244,7037133
3145391,7037133
10133443,7037133
5377648,7037133
9104109,7037133
4624113,7037133
9921649,7037133
5877145,7037133
14251570,7037133
446410,7037133
1664202,7037133
6982465,7037133
6548267,7037133
9813831,7037133
14339308,7037133
9424105,7037133
279936,7037133
10533596,7037133
7540468,7037133
9360555,7037133
10262857,7037133
8391910,7037133
8363467,7037133
69767,7037133
2513122,7037133
9966447,7037133
5625419,7037133
9097139,7037133
3688834,7037133
10121455,7037133
350034,7037133
7304741,7037133
5131269,7037133
2294695,7037133
25494368,7037133
4238222,7037133
844215,7037133
8534723,7037133
47294326,14808551
72698978,14808551
70409420,14808551
88140691,14808551
52945328,14808551
60358782,14808551
46530841,14808551
418747,14808551
25712145,14808551
67289560,14808551
6468571,14808551
82749283,14808551
5567477,14808551
89281591,14808551
8622915,14808551
22643896,14808551
1741778,14808551
76920935,14808551
1334291,14808551
46159069,14808551
11301077,14808551
78677605,14808551
85636145,14808551
70046164,14808551
80980718,14808551
527058,14808551
25842655,14808551
16937050,14808551
88158703,14808551
64975832,14808551
68967545,14808551
50132805,14808551
76894619,14808551
80167324,14808551
58578838,14808551
75871974,14808551
88324830,14808551
2323403,14808551
87399900,14808551
24601676,14808551
23545336,14808551
85463153,14808551
68807,14808551
6567674,14808551
88253538,14808551
86508327,14808551
33776809,14808551
87471001,14808551
87723900,14808551
13848506,14808551
23097360,1222872
14338588,1222872
5060020,1222872
608906,1222872
20238579,1222872
9578297,1222872
20795773,1222872
10835816,1222872
5016178,1222872
3218304,1222872
47686772,1222872
21084382,1222872
14251570,1222872
2184721,1222872
356375,1222872
1308397,1222872
110165,1222872
11376300,1222872
72203,1222872
635364,1222872
24413658,1222872
23739039,1222872
551334,1222872
3076393,1222872
15626022,1222872
552936,1222872
47697490,1222872
1914217,1222872
40146766,1222872
83948,1222872
6923650,1222872
10634210,1222872
13618162,1222872
21679691,1222872
32778939,1222872
31415400,1222872
20173531,1222872
14355994,1222872
25737058,1222872
30208821,1222872
53836950,1222872
1634568,1222872
21250813,1222872
85125072,1222872
17972943,1222872
844215,1222872
242106,1222872
7368282,1222872
73735476,11992909
13644285,11992909
67837611,11992909
25712145,11992909
71860695,11992909
67289560,11992909
63394982,11992909
6303577,11992909
47092464,11992909
78395105,11992909
45729546,11992909
5900607,11992909
31706007,11992909
4786022,11992909
32120033,11992909
63092105,11992909
48320106,11992909
47587012,11992909
23655636,11992909
78677605,11992909
18647044,11992909
69767,11992909
57867146,11992909
77800141,11992909
31566509,11992909
974912,11992909
35809712,11992909
59676156,11992909
76894619,11992909
87635026,11992909
2780123,11992909
80670995,11992909
57471425,11992909
10460904,11992909
81812629,11992909
36514935,11992909
48178465,11992909
84276645,11992909
81569994,11992909
72486462,11992909
81564898,11992909
2308409,11992909
52194283,11992909
88253538,11992909
400442,11992909
85125072,11992909
83396418,11992909
58550032,11992909
81008680,11992909
31199495,10085632
10705556,10085632
27141741,10085632
19473933,10085632
9019861,10085632
49519612,10085632
80440298,10085632
40753996,10085632
48152142,10085632
13606980,10085632
83938163,10085632
46281433,10085632
3984224,10085632
85441509,10085632
14251570,10085632
29878636,10085632
37092932,10085632
31096370,10085632
34909228,10085632
61896176,10085632
10484506,10085632
17975385,10085632
7600470,10085632
7303054,10085632
45659684,10085632
1706296,10085632
36433882,10085632
3445167,10085632
5887364,10085632
82409010,10085632
40831586,10085632
5019560,10085632
17331134,10085632
7348199,10085632
43189104,10085632
51246282,10085632
1542686,10085632
79556450,10085632
6862828,10085632
47294326,5877145
70409420,5877145
79456372,5877145
9105940,5877145
87585929,5877145
83428304,5877145
20026,5877145
25712145,5877145
10113538,5877145
4609962,5877145
5567477,5877145
87213026,5877145
477860,5877145
68091964,5877145
6254243,5877145
12193433,5877145
70217984,5877145
41760022,5877145
85227584,5877145
89364368,5877145
35921,5877145
11301077,5877145
9964218,5877145
80980718,5877145
80545160,5877145
88216174,5877145
74262685,5877145
78703953,5877145
25842655,5877145
42041,5877145
76894619,5877145
87635026,5877145
87949080,5877145
7772406,5877145
60840246,5877145
15275726,5877145
1647071,5877145
85204848,5877145
61183129,5877145
3294705,5877145
8872501,5877145
45336510,5877145
74522790,5877145
10522134,5877145
10080121,5877145
88040955,5877145
2406590,5877145
2995618,5877145
55098650,5877145
13540984,5877145
47294326,14251570
70409420,14251570
46030850,14251570
20441768,14251570
25712145,14251570
76406456,14251570
88566385,14251570
6468571,14251570
10278207,14251570
14979987,14251570
8657288,14251570
76156830,14251570
848817,14251570
477860,14251570
30684663,14251570
12193433,14251570
30159496,14251570
75863951,14251570
32361774,14251570
11140930,14251570
41760022,14251570
775423,14251570
238225,14251570
8146614,14251570
78677605,14251570
13635063,14251570
80980718,14251570
40203497,14251570
859980,14251570
25481098,14251570
25842655,14251570
5153607,14251570
42041,14251570
76894619,14251570
87635026,14251570
13033037,14251570
14933989,14251570
20036956,14251570
403872,14251570
88855533,14251570
87399900,14251570
18017189,14251570
15275726,14251570
19344949,14251570
16154263,14251570
3406087,14251570
68668912,14251570
88040955,14251570
420743,14251570
2995618,14251570
72698978,15976103
24582467,15976103
5595281,15976103
35207295,15976103
6754834,15976103
33933700,15976103
190684,15976103
78150225,15976103
10897528,15976103
38848024,15976103
12484265,15976103
3326942,15976103
10306332,15976103
66904611,15976103
37621593,15976103
60565043,15976103
2882655,15976103
5869741,15976103
46321573,15976103
20574903,15976103
21999088,15976103
79625284,15976103
47587012,15976103
25585415,15976103
21211512,15976103
6118824,15976103
78677605,15976103
88188412,15976103
19354791,15976103
56551116,15976103
69767,15976103
56786508,15976103
326471,15976103
88810867,15976103
6022135,15976103
58578838,15976103
2077295,15976103
8450611,15976103
33568293,15976103
49012056,15976103
28656991,15976103
42017491,15976103
48405078,15976103
20011366,15976103
3205166,15976103
579126,15976103
74522790,15976103
41727887,15976103
3142684,15976103
6881518,15976103
