master,master,277892393,c74bd31,160,https://github.com/shivangraikar/simplefolio/archive/refs/heads/master.zip
master,master,263372918,49bd569,12,https://github.com/shivangraikar/Golang/archive/refs/heads/master.zip
master,master,275598272,3349c49,"3,931",https://github.com/shivangraikar/flask/archive/refs/heads/master.zip
0.12.x,master,275598272,79c71f2,"2,674",https://github.com/shivangraikar/flask/archive/refs/heads/0.12.x.zip
1.0.x,master,275598272,d92b64a,"3,469",https://github.com/shivangraikar/flask/archive/refs/heads/1.0.x.zip
1.1.x,master,275598272,88c9c68,"3,787",https://github.com/shivangraikar/flask/archive/refs/heads/1.1.x.zip
master,master,272691813,93bd621,4,https://github.com/shivangraikar/NLP/archive/refs/heads/master.zip
master,master,272175749,87ea29e,41,https://github.com/shivangraikar/Facial_Expression_Recognition_APP/archive/refs/heads/master.zip
master,master,272975256,e7c608a,529,https://github.com/shivangraikar/word_cloud/archive/refs/heads/master.zip
integral,master,272975256,dd8747c,11,https://github.com/shivangraikar/word_cloud/archive/refs/heads/integral.zip
refactoring,master,272975256,031449e,74,https://github.com/shivangraikar/word_cloud/archive/refs/heads/refactoring.zip
coloring,master,272975256,262c6ac,107,https://github.com/shivangraikar/word_cloud/archive/refs/heads/coloring.zip
separable_filter,master,272975256,54b7bde,113,https://github.com/shivangraikar/word_cloud/archive/refs/heads/separable_filter.zip
setup_fix,master,272975256,33b7e1b,128,https://github.com/shivangraikar/word_cloud/archive/refs/heads/setup_fix.zip
master,master,271281027,3b04145,2,https://github.com/shivangraikar/Facial-Recognition/archive/refs/heads/master.zip
master,master,270987049,9ab1b81,379,https://github.com/shivangraikar/awesome-python-data-science/archive/refs/heads/master.zip
master,master,266459849,2ecc6a5,3,https://github.com/shivangraikar/book-recommendor/archive/refs/heads/master.zip
master,master,265309264,2a235c2,4,https://github.com/shivangraikar/Web-scrapper-python/archive/refs/heads/master.zip
master,master,271900773,d34c622,194,https://github.com/shivangraikar/face_recognition/archive/refs/heads/master.zip
ag-tolerance,master,271900773,8789d10,74,https://github.com/shivangraikar/face_recognition/archive/refs/heads/ag-tolerance.zip
ag-color-channels-fix,master,271900773,bd34891,89,https://github.com/shivangraikar/face_recognition/archive/refs/heads/ag-color-channels-fix.zip
ag-blur-demo,master,271900773,1e202e6,93,https://github.com/shivangraikar/face_recognition/archive/refs/heads/ag-blur-demo.zip
dlib-199-updates,master,271900773,99e31be,97,https://github.com/shivangraikar/face_recognition/archive/refs/heads/dlib-199-updates.zip
master,master,271900560,4ff1107,45,https://github.com/shivangraikar/facial-expression-recognition-using-cnn/archive/refs/heads/master.zip
master,master,220504399,bf6b5eb,3,https://github.com/shivangraikar/HMS-using-Java/archive/refs/heads/master.zip
master,master,200341511,74511b9,1,https://github.com/shivangraikar/codecell/archive/refs/heads/master.zip
master,master,191905718,7c85282,4,https://github.com/shivangraikar/Computer-graphics/archive/refs/heads/master.zip
master,master,191983057,8187e3c,3,https://github.com/shivangraikar/Turtle-race-using-Turtle/archive/refs/heads/master.zip
master,master,191920168,59412fc,1,https://github.com/shivangraikar/Sentiment-Analysis-Twitter/archive/refs/heads/master.zip
DEMO,DEMO,150802979,5464a88,58,https://github.com/dalinhuang99/restapi/archive/refs/heads/DEMO.zip
master,DEMO,150802979,a52753e,62,https://github.com/dalinhuang99/restapi/archive/refs/heads/master.zip
dependabot/npm_and_yarn/eslint-utils-1.4.2,DEMO,150802979,4cd1679,59,https://github.com/dalinhuang99/restapi/archive/refs/heads/dependabot/npm_and_yarn/eslint-utils-1.4.2.zip
dependabot/npm_and_yarn/acorn-5.7.4,DEMO,150802979,4edf986,59,https://github.com/dalinhuang99/restapi/archive/refs/heads/dependabot/npm_and_yarn/acorn-5.7.4.zip
dependabot/npm_and_yarn/lodash-4.17.21,DEMO,150802979,ec04e68,59,https://github.com/dalinhuang99/restapi/archive/refs/heads/dependabot/npm_and_yarn/lodash-4.17.21.zip
master,master,349445514,06ca28a,697,https://github.com/dalinhuang99/nanocrawler/archive/refs/heads/master.zip
network-status,master,349445514,fba6608,64,https://github.com/dalinhuang99/nanocrawler/archive/refs/heads/network-status.zip
server-refactor,master,349445514,c61538f,177,https://github.com/dalinhuang99/nanocrawler/archive/refs/heads/server-refactor.zip
which-cloud,master,349445514,d5d5a4d,186,https://github.com/dalinhuang99/nanocrawler/archive/refs/heads/which-cloud.zip
statistics,master,349445514,389235b,205,https://github.com/dalinhuang99/nanocrawler/archive/refs/heads/statistics.zip
account-pages,master,349445514,3ed1bd9,250,https://github.com/dalinhuang99/nanocrawler/archive/refs/heads/account-pages.zip
master,master,101648699,0531789,78,https://github.com/dalinhuang99/dalinhuang99.github.io/archive/refs/heads/master.zip
master,master,225030467,4b4a43d,578,https://github.com/dalinhuang99/cspell-dicts/archive/refs/heads/master.zip
update-cspell,master,225030467,1aa4ba2,574,https://github.com/dalinhuang99/cspell-dicts/archive/refs/heads/update-cspell.zip
add-ruby,master,225030467,0ba6e8a,579,https://github.com/dalinhuang99/cspell-dicts/archive/refs/heads/add-ruby.zip
master,master,149696341,9143394,68,https://github.com/dalinhuang99/Study-Notes/archive/refs/heads/master.zip
ah_ok,master,149696341,e1e96e2,1,https://github.com/dalinhuang99/Study-Notes/archive/refs/heads/ah_ok.zip
test,master,149696341,5edd4be,31,https://github.com/dalinhuang99/Study-Notes/archive/refs/heads/test.zip
develop,develop,104968372,a145ea4,48,https://github.com/dalinhuang99/GitHubFollower/archive/refs/heads/develop.zip
master,develop,104968372,ef14db9,35,https://github.com/dalinhuang99/GitHubFollower/archive/refs/heads/master.zip
master,master,156554726,50cb9fe,23,https://github.com/dalinhuang99/tweepy/archive/refs/heads/master.zip
master,master,154976956,e620809,46,https://github.com/dalinhuang99/LeetCode/archive/refs/heads/master.zip
ok,master,154976956,77c3595,1,https://github.com/dalinhuang99/LeetCode/archive/refs/heads/ok.zip
develop,develop,144785853,33507c9,30,https://github.com/dalinhuang99/betify/archive/refs/heads/develop.zip
